MODIFIED_ZCTA,zipcode,Apr-Positive,Apr-Total Tests,Apr-Percent Positive,Apr-Increase of Pos,Apr-Rate of Increase,May-Positive,May-Total Tests,May-Percent Positive,May-Increase of Pos,May-Rate of Increase,Jun-Positive,Jun-Total Tests,Jun-Percent Positive,Jun-Increase of Pos,Jun-Rate of Increase,Jul-Positive,Jul-Total Tests,Jul-Percent Positive,Jul-Increase of Pos,Jul-Rate of Increase,Aug-Positive,Aug-Total Tests,Aug-Percent Positive,Aug-Increase of Pos,Aug-Rate of Increase,Sep-Positive,Sep-Total Tests,Sep-Percent Positive,Sep-Increase of Pos,Sep-Rate of Increase,Oct-Positive,Oct-Total Tests,Oct-Percent Positive,Oct-Increase of Pos,Oct-Rate of Increase,Nov-Positive,Nov-Total Tests,Nov-Percent Positive,Nov-Increase of Pos,Nov-Rate of Increase
11426,11426,319,564,56.56,,,485,1187,40.86,166,0.5203761755485894,498,2006,24.83,13,0.026804123711340205,514,2677,19.2,16,0.0321285140562249,531,3474,15.28,17,0.033073929961089495,546,4131,13.22,15,0.02824858757062147,572,4900,11.67,26,0.047619047619047616,620,5720,10.91,48,0.08391608391608392
11427,11427,483,806,59.93,,,735,1792,41.02,252,0.5217391304347826,795,3039,26.16,60,0.08163265306122448,817,4000,20.43,22,0.027672955974842768,837,5137,16.29,20,0.02447980416156671,856,5959,14.36,19,0.022700119474313024,893,6932,12.88,37,0.04322429906542056,943,7988,11.3,50,0.055991041433370664
11428,11428,396,625,63.36,,,635,1383,45.91,239,0.6035353535353535,683,2293,29.79,48,0.07559055118110236,693,2998,23.12,10,0.014641288433382138,710,3876,18.32,17,0.024531024531024532,720,4390,16.4,10,0.014084507042253521,741,5151,14.39,21,0.029166666666666667,786,6031,12.5,45,0.06072874493927125
11429,11429,595,857,69.43,,,881,1893,46.54,286,0.48067226890756304,963,3550,27.13,82,0.09307604994324631,1002,4609,21.74,39,0.040498442367601244,1025,5765,17.78,23,0.022954091816367265,1045,6827,15.31,20,0.01951219512195122,1089,8049,13.53,44,0.042105263157894736,1161,9297,11.94,72,0.06611570247933884
11432,11432,937,1445,64.84,,,1675,3855,43.45,738,0.7876200640341515,1857,7211,25.75,182,0.10865671641791044,1917,9567,20.04,60,0.03231017770597738,1989,12375,16.07,72,0.03755868544600939,2049,13984,14.65,60,0.030165912518853696,2216,16994,13.04,167,0.08150317227916057,2388,19948,10.97,172,0.0776173285198556
11433,11433,529,803,65.88,,,880,2115,41.61,351,0.6635160680529301,966,3752,25.75,86,0.09772727272727273,992,4915,20.18,26,0.026915113871635612,1032,6511,15.85,40,0.04032258064516129,1052,7724,13.62,20,0.01937984496124031,1096,9124,12.01,44,0.04182509505703422,1157,10589,10.95,61,0.055656934306569344
11434,11434,1190,1859,64.01,,,1913,4720,40.53,723,0.607563025210084,2122,7902,26.85,209,0.10925248301097752,2192,10116,21.67,70,0.03298774740810556,2237,13022,17.18,45,0.02052919708029197,2280,15208,14.99,43,0.019222172552525705,2332,17785,13.11,52,0.02280701754385965,2442,20628,11.65,110,0.04716981132075472
11435,11435,884,1449,61.01,,,1520,3740,40.64,636,0.7194570135746606,1653,6558,25.21,133,0.0875,1704,8571,19.88,51,0.030852994555353903,1753,10892,16.09,49,0.028755868544600938,1815,12506,14.51,62,0.03536794067313177,1924,14929,12.89,109,0.06005509641873278,2075,17578,11.71,151,0.07848232848232849
11436,11436,303,466,65.02,,,493,1236,39.89,190,0.6270627062706271,533,2072,25.72,40,0.08113590263691683,560,2720,20.59,27,0.05065666041275797,578,3453,16.74,18,0.03214285714285714,590,4043,14.59,12,0.020761245674740483,610,4815,12.67,20,0.03389830508474576,649,5647,10.93,39,0.06393442622950819
11691,11691,1302,1904,68.38,,,2111,4736,44.57,809,0.6213517665130568,2422,9954,24.33,311,0.14732354334438655,2535,13386,18.94,113,0.04665565648224608,2629,16276,16.15,94,0.03708086785009862,2789,19135,14.58,160,0.060859642449600605,3108,22353,13.9,319,0.11437791323054858,3270,25539,12.55,162,0.052123552123552123
11692,11692,343,540,63.52,,,554,1322,41.91,211,0.6151603498542274,629,2934,21.44,75,0.13537906137184116,664,3763,17.65,35,0.05564387917329094,693,4851,14.29,29,0.043674698795180725,715,5483,13.04,22,0.031746031746031744,738,6415,11.5,23,0.032167832167832165,767,7308,10.43,29,0.03929539295392954
11693,11693,228,384,59.38,,,309,768,40.23,81,0.35526315789473684,333,1330,25.04,24,0.07766990291262135,344,1830,18.8,11,0.03303303303303303,349,2365,14.76,5,0.014534883720930232,353,2748,12.85,4,0.011461318051575931,366,3312,11.05,13,0.036827195467422094,406,3918,10.03,40,0.1092896174863388
11694,11694,405,690,58.7,,,658,1771,37.15,253,0.6246913580246913,725,2937,24.69,67,0.10182370820668693,755,3787,19.94,30,0.041379310344827586,775,4858,15.95,20,0.026490066225165563,798,5608,14.23,23,0.02967741935483871,821,6668,12.31,23,0.02882205513784461,893,7869,11.09,72,0.0876979293544458
11697,11697,69,139,49.64,,,89,387,23.0,20,0.2898550724637681,109,1185,9.2,20,0.2247191011235955,111,1323,8.39,2,0.01834862385321101,113,1524,7.41,2,0.018018018018018018,121,1659,7.29,8,0.07079646017699115,125,1853,6.75,4,0.03305785123966942,141,2097,6.77,16,0.128
