,zip_code_tabulation_area_(5-digit),sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
412,11715.0,4832,2467,2365,4406.0,416.0,4832,4809,7,0,2591.0,2313.0,166.0,19.0,16.0,9.0,32.07539682539682,1575.0,0.04789341015484336,1735,1750.0,1958.0,1500.0,1686.0,1871.0,144,1750.0,29.4,337900.0,415300.0,507500.0,119344.0,58875.0,92,75,0,0,0.10603174603174603
413,11716.0,9957,5075,4882,8566.0,1049.0,9957,9404,232,87,5645.0,5166.0,237.0,0.0,13.0,72.0,31.790179380322524,3625.0,0.034858387799564274,3725,1777.0,1971.0,1372.0,1693.0,1998.0,935,1777.0,32.1,310400.0,375700.0,456700.0,90830.0,70556.0,397,544,8,11,0.26482758620689656
414,11717.0,63054,30607,32447,11292.0,42005.0,63054,39132,9591,1057,31191.0,28731.0,1271.0,38.0,53.0,399.0,26.654188948306594,13694.0,0.047934434161979074,14872,1462.0,1963.0,807.0,1313.0,1704.0,3345,1462.0,34.0,252300.0,294900.0,362900.0,76767.0,41197.0,1288,1564,493,206,0.26135533810427924
415,11718.0,3069,1508,1561,2643.0,217.0,3069,2835,73,37,1546.0,1307.0,152.0,6.0,0.0,17.0,31.65650406504065,1144.0,0.04419889502762431,1166,1244.0,1945.0,932.0,997.0,0.0,39,1244.0,39.5,415000.0,498800.0,684600.0,122857.0,36786.0,40,22,0,0,0.05419580419580419
416,11719.0,3604,1701,1903,2813.0,454.0,3604,3114,271,4,1499.0,1327.0,123.0,8.0,0.0,4.0,36.97690217391305,1161.0,0.07199511897498474,1298,1352.0,1971.0,799.0,1318.0,1483.0,237,1352.0,37.9,302200.0,414000.0,559500.0,87813.0,48750.0,52,156,0,30,0.2127476313522825
417,11720.0,28556,13967,14589,21792.0,3950.0,28556,25111,768,1565,14578.0,13480.0,656.0,81.0,45.0,80.0,31.415549036043586,8855.0,0.04470315816556249,9457,1904.0,1968.0,1153.0,1767.0,2320.0,1556,1904.0,36.2,287900.0,343300.0,396000.0,106013.0,48260.0,739,828,28,18,0.1821569734613213
418,11721.0,6086,2835,3251,5602.0,248.0,6086,5850,9,163,2996.0,2277.0,389.0,33.0,12.0,24.0,37.173202614379086,2271.0,0.06501547987616099,2484,1710.0,1956.0,1160.0,1434.0,1863.0,127,1710.0,19.2,475200.0,607100.0,734000.0,139226.0,103594.0,125,8,0,0,0.05856450902686042
419,11722.0,32524,16254,16270,7415.0,14889.0,32524,16791,8720,1040,16075.0,14191.0,1129.0,57.0,49.0,242.0,29.575906964985464,9371.0,0.03903868698710434,10359,1610.0,1972.0,747.0,1481.0,1810.0,3130,1610.0,37.8,214500.0,263100.0,325700.0,69360.0,39353.0,1268,1410,310,141,0.33560986020702166
420,11724.0,3160,1477,1683,2558.0,137.0,3160,2670,9,344,1680.0,1209.0,317.0,34.0,10.0,0.0,40.78266494178525,999.0,0.02586206896551724,1083,2887.0,1957.0,2166.0,2387.0,2664.0,145,2887.0,19.6,806900.0,1107400.0,1642200.0,250001.0,180186.0,72,79,0,0,0.15115115115115116
421,11725.0,29578,14555,15023,25294.0,1797.0,29578,26662,509,1633,15096.0,13095.0,1009.0,27.0,61.0,215.0,33.108538952037705,9823.0,0.03653713353003955,10170,1744.0,1964.0,1312.0,1691.0,2047.0,722,1744.0,51.0,408200.0,472300.0,610800.0,128369.0,34250.0,618,155,10,23,0.08205232617326683
422,11726.0,20558,9975,10583,7786.0,8370.0,20558,11682,3614,474,10181.0,8545.0,905.0,30.0,0.0,213.0,27.33884626880542,5785.0,0.06011716989634971,6350,1580.0,1963.0,1115.0,1419.0,1793.0,1373,1580.0,33.5,242400.0,298000.0,367200.0,73720.0,50000.0,610,701,113,17,0.25064822817631804
423,11727.0,29823,14303,15520,17458.0,6267.0,29823,22555,4094,1722,15185.0,13654.0,629.0,17.0,135.0,41.0,35.20161834120027,11121.0,0.04882548272045259,12224,1982.0,1979.0,1257.0,1698.0,2166.0,3924,1982.0,33.3,244800.0,299300.0,361900.0,82468.0,65024.0,2408,1288,234,50,0.3591403650750832
424,11729.0,27419,13263,14156,15882.0,4677.0,27419,18666,3897,2428,13980.0,12397.0,883.0,51.0,13.0,289.0,32.2793048283886,8744.0,0.06135650810245687,9235,1593.0,1963.0,1119.0,1405.0,1759.0,1487,1593.0,36.1,315000.0,358800.0,407600.0,89858.0,49572.0,1026,536,28,17,0.18584172003659652
425,11730.0,13860,7069,6791,11987.0,1347.0,13860,12796,434,151,6417.0,5701.0,377.0,38.0,39.0,73.0,32.004846526655896,4439.0,0.04603729603729604,4849,2026.0,1961.0,1515.0,1883.0,2263.0,559,2026.0,29.4,339400.0,403800.0,499800.0,122646.0,74412.0,292,235,61,0,0.13246226627618832
426,11731.0,30357,15357,15000,26106.0,2452.0,30357,28173,458,1079,14716.0,12504.0,1334.0,59.0,3.0,149.0,36.21699318568995,10044.0,0.04622545269064014,10748,1944.0,1961.0,1298.0,1692.0,1963.0,1076,1944.0,39.7,414300.0,479500.0,612500.0,117068.0,60882.0,713,393,10,4,0.11150935882118677
427,11732.0,3764,1791,1973,3197.0,266.0,3764,3457,105,59,1789.0,1496.0,153.0,24.0,8.0,20.0,37.02240566037736,1456.0,0.034206306787814,1543,2293.0,1959.0,2084.0,2258.0,2432.0,393,2293.0,51.0,515600.0,631300.0,747100.0,116786.0,44570.0,352,41,0,0,0.2699175824175824
428,11733.0,16545,8445,8100,13197.0,876.0,16545,13872,305,1875,8031.0,6829.0,487.0,22.0,72.0,130.0,33.73425275162445,5486.0,0.037184284377923295,6119,2211.0,1969.0,1415.0,1898.0,2440.0,252,2211.0,29.7,385900.0,482800.0,674100.0,146802.0,53264.0,212,144,11,0,0.06689755741888444
429,11735.0,33454,16443,17011,24272.0,4926.0,33454,27375,1465,2282,17598.0,14162.0,2262.0,166.0,87.0,291.0,31.93857739601106,11479.0,0.034096392001286654,12120,1625.0,1957.0,1138.0,1526.0,1965.0,2101,1625.0,36.3,332000.0,408100.0,477400.0,105454.0,46848.0,1505,737,72,0,0.2015855039637599
430,11738.0,17352,9091,8261,13585.0,2384.0,17352,15414,379,868,8847.0,8096.0,315.0,6.0,0.0,101.0,35.07850949144598,5243.0,0.04727930997763816,5584,2025.0,1973.0,727.0,1815.0,2206.0,759,2025.0,39.8,299800.0,351400.0,406900.0,105182.0,52574.0,366,427,0,0,0.15124928476063323
431,11739.0,1027,547,480,937.0,86.0,1027,1023,0,0,449.0,389.0,39.0,0.0,0.0,0.0,29.871495327102803,293.0,0.052742616033755275,337,0.0,1963.0,0.0,0.0,0.0,0,0.0,0.0,522300.0,636700.0,753300.0,142917.0,0.0,0,0,0,0,0.0
432,11740.0,9070,4208,4862,8080.0,211.0,9070,8213,288,301,4271.0,3703.0,372.0,26.0,9.0,19.0,32.407272727272726,3140.0,0.03701241134751773,3538,537.0,1960.0,234.0,349.0,1525.0,551,537.0,31.3,437900.0,549200.0,676000.0,112500.0,18606.0,476,99,0,0,0.18312101910828024
433,11741.0,27149,13921,13228,22323.0,2838.0,27149,25015,691,696,14680.0,13346.0,752.0,17.0,21.0,113.0,31.589512637899734,9105.0,0.05067804163748647,9626,1899.0,1975.0,1555.0,1793.0,2061.0,1706,1899.0,27.9,310900.0,365100.0,437100.0,105410.0,83438.0,1219,483,59,53,0.19923119165293796
434,11742.0,12566,6177,6389,9694.0,1668.0,12566,11213,539,540,6695.0,5998.0,408.0,30.0,0.0,36.0,34.65581395348837,4436.0,0.04685521317011397,4653,1706.0,1977.0,1361.0,1569.0,1819.0,758,1706.0,30.2,275200.0,348700.0,437800.0,101012.0,71908.0,601,195,6,0,0.18079350766456267
435,11743.0,41938,20452,21486,33247.0,4034.0,41938,35819,2296,1591,20530.0,15754.0,2781.0,103.0,7.0,320.0,37.63428721449199,15108.0,0.03828849508768708,16596,1878.0,1958.0,1147.0,1748.0,2520.0,1492,1878.0,30.6,433400.0,600400.0,823300.0,123071.0,65246.0,1362,449,9,11,0.12119406936722266
436,11746.0,68491,34435,34056,40864.0,16016.0,68491,48796,4035,6343,32987.0,27109.0,3456.0,106.0,106.0,505.0,33.857802225594334,20696.0,0.04547521600727603,22940,1797.0,1963.0,1185.0,1639.0,2017.0,3192,1797.0,34.8,356900.0,481600.0,714500.0,111002.0,52389.0,1575,1300,285,135,0.1618670274449169
437,11747.0,18922,8762,10160,15494.0,1277.0,18922,16696,407,1380,8618.0,7033.0,735.0,13.0,0.0,31.0,34.112512742099895,7048.0,0.04096753105251689,7934,2307.0,1978.0,1342.0,2119.0,2816.0,866,2307.0,31.1,452400.0,623000.0,850700.0,122964.0,60580.0,668,253,0,0,0.13067536889897843
438,11749.0,3345,1594,1751,1474.0,998.0,3345,2016,383,353,1766.0,1534.0,82.0,3.0,22.0,11.0,30.962566844919785,960.0,0.03496503496503497,1069,1947.0,1970.0,1623.0,1784.0,1945.0,67,1947.0,30.5,257300.0,317400.0,384600.0,95379.0,91750.0,38,44,7,0,0.09270833333333334
439,11751.0,14559,7212,7347,11959.0,1851.0,14559,13267,394,249,7644.0,6655.0,535.0,18.0,28.0,55.0,31.930963773069035,5038.0,0.03595954551129979,5428,1440.0,1961.0,1168.0,1374.0,1704.0,671,1440.0,37.8,304200.0,371000.0,462600.0,104381.0,48087.0,373,322,0,0,0.13795156808257245
440,11752.0,9564,4731,4833,7608.0,1380.0,9564,8808,211,281,4927.0,4493.0,211.0,14.0,17.0,48.0,29.870887130362348,2965.0,0.03524904214559387,3228,1991.0,1964.0,1364.0,1734.0,2188.0,492,1991.0,36.6,305300.0,352800.0,401000.0,107470.0,64886.0,263,225,0,29,0.17436762225969646
441,11753.0,12596,6217,6379,7909.0,263.0,12596,8113,93,3946,6389.0,4558.0,1403.0,51.0,0.0,47.0,38.3,4282.0,0.03998216409036861,4496,1862.0,1964.0,1583.0,1772.0,1960.0,456,1862.0,31.7,629400.0,800700.0,949200.0,168627.0,77188.0,292,160,67,0,0.12120504437178889
442,11754.0,18086,8388,9698,15804.0,1049.0,18086,16440,237,772,8438.0,7355.0,677.0,9.0,0.0,60.0,33.71019501357689,6534.0,0.060872395833333336,7153,1504.0,1968.0,1160.0,1405.0,1850.0,1078,1504.0,41.8,366300.0,444000.0,535200.0,105500.0,43817.0,994,230,5,0,0.18809305172941537
443,11755.0,12510,6375,6135,10297.0,1009.0,12510,11220,184,756,6317.0,5399.0,623.0,62.0,12.0,69.0,34.878168438266556,4282.0,0.029960855164107198,4446,1840.0,1971.0,1522.0,1734.0,1945.0,577,1840.0,35.8,331700.0,405100.0,491300.0,109490.0,61681.0,249,322,15,12,0.1396543671181691
444,11756.0,43099,20795,22304,31031.0,7879.0,43099,35570,585,2619,22920.0,19183.0,2691.0,171.0,45.0,210.0,34.01439201532772,13499.0,0.04836218808420711,13823,2065.0,1951.0,1223.0,1932.0,2312.0,941,2065.0,29.1,324700.0,378000.0,447100.0,120805.0,79964.0,567,413,0,11,0.07341284539595526
445,11757.0,44115,21898,22217,33013.0,8105.0,44115,37972,1511,824,23797.0,21184.0,1782.0,17.0,0.0,305.0,33.146690059480505,14488.0,0.05368474325534317,15569,1558.0,1958.0,1236.0,1433.0,1768.0,2928,1558.0,42.2,300600.0,347600.0,394700.0,87225.0,47970.0,1598,1417,74,32,0.21541965764770846
446,11758.0,53424,25846,27578,46357.0,3374.0,53424,48836,2477,852,26840.0,21956.0,3926.0,222.0,28.0,106.0,36.844122494346706,18570.0,0.030579189064113062,19726,2050.0,1956.0,1063.0,1871.0,2323.0,1486,2050.0,30.8,380200.0,461200.0,604200.0,114681.0,70968.0,1037,506,18,8,0.08449111470113085
447,11762.0,22606,11182,11424,20171.0,1686.0,22606,21610,81,402,11248.0,9264.0,1389.0,37.0,11.0,113.0,36.754539588902205,7425.0,0.04016131742564275,7886,2333.0,1956.0,2066.0,2281.0,2496.0,196,2333.0,26.9,396400.0,460400.0,581500.0,126693.0,92813.0,121,95,0,0,0.02909090909090909
448,11763.0,29018,13936,15082,19043.0,6286.0,29018,24546,2832,647,14635.0,13421.0,625.0,32.0,25.0,69.0,32.56170662905501,9420.0,0.0595980595980596,9949,1829.0,1976.0,1052.0,1589.0,1858.0,1650,1829.0,45.6,250400.0,312800.0,384900.0,87500.0,47361.0,930,731,23,0,0.17876857749469213
449,11764.0,12723,6541,6182,11235.0,1029.0,12723,12149,62,267,5620.0,5080.0,202.0,0.0,0.0,18.0,39.433251741668236,4100.0,0.04472573839662447,4569,1445.0,1976.0,1117.0,1327.0,1611.0,190,1445.0,51.0,353100.0,434700.0,550500.0,123149.0,40000.0,125,87,0,0,0.05170731707317073
450,11765.0,723,360,363,563.0,29.0,723,589,0,119,330.0,221.0,36.0,7.0,0.0,16.0,38.7410071942446,231.0,0.028901734104046242,297,2643.0,1958.0,1196.0,2200.0,2708.0,22,2643.0,35.0,1065500.0,2000001.0,2000001.0,237813.0,79375.0,18,5,2,0,0.10822510822510822
451,11766.0,12414,6050,6364,10047.0,1616.0,12414,11292,91,431,5647.0,5180.0,89.0,0.0,0.0,15.0,30.60680067631035,4252.0,0.056040876874896985,4342,864.0,1978.0,579.0,864.0,1428.0,206,864.0,29.2,354500.0,450800.0,606400.0,117283.0,37640.0,113,57,50,21,0.05667920978363123
452,11767.0,15783,7492,8291,13468.0,1548.0,15783,14550,245,482,7646.0,7034.0,231.0,0.0,9.0,63.0,32.90467137425313,5092.0,0.048514851485148516,5320,1910.0,1971.0,1375.0,1665.0,1938.0,540,1910.0,33.7,382900.0,449400.0,534400.0,121968.0,47107.0,346,203,10,16,0.1129222309505106
453,11768.0,21158,10345,10813,19360.0,1128.0,21158,20348,283,229,9896.0,8037.0,929.0,28.0,0.0,128.0,37.627834830979886,7830.0,0.0413515841868479,8633,1786.0,1960.0,1172.0,1611.0,2295.0,800,1786.0,30.6,490300.0,637900.0,817700.0,126841.0,74570.0,764,216,9,0,0.12630906768837805
454,11769.0,8706,4049,4657,7915.0,492.0,8706,8343,130,66,4276.0,3773.0,349.0,0.0,0.0,39.0,31.740483600670338,3366.0,0.044591611479028695,4043,1499.0,1966.0,1034.0,1404.0,1748.0,507,1499.0,51.0,327400.0,413100.0,498600.0,95987.0,27659.0,414,88,20,0,0.15508021390374332
455,11770.0,57,34,23,51.0,0.0,57,51,0,6,39.0,25.0,0.0,0.0,11.0,1.0,30.54054054054054,21.0,0.04878048780487805,1209,0.0,1957.0,0.0,0.0,0.0,0,0.0,0.0,0.0,675000.0,1031300.0,120625.0,0.0,0,0,0,0,0.0
456,11771.0,9500,4622,4878,7478.0,842.0,9500,8214,188,575,4728.0,3798.0,472.0,13.0,24.0,185.0,33.178500331785,3669.0,0.029963310232368527,4170,1738.0,1956.0,1037.0,1578.0,1965.0,760,1738.0,31.7,535600.0,818900.0,1411100.0,124659.0,58500.0,532,210,2,62,0.21967838648133006
457,11772.0,45964,23069,22895,31158.0,11331.0,45964,40371,2067,1094,23175.0,21359.0,666.0,37.0,76.0,214.0,30.810530038459838,17066.0,0.05436095675283885,18508,1435.0,1971.0,973.0,1354.0,1680.0,6380,1435.0,33.8,254900.0,313800.0,380700.0,75856.0,41121.0,4268,1838,138,197,0.3774170866049455
458,11776.0,24666,11733,12933,17733.0,4882.0,24666,21250,1077,987,12309.0,11401.0,432.0,65.0,10.0,38.0,36.94221441712661,7929.0,0.04524299992370489,8420,1816.0,1974.0,1238.0,1725.0,2165.0,1627,1816.0,42.1,292300.0,353800.0,428600.0,100350.0,55076.0,1183,482,0,10,0.21263715474839198
459,11777.0,8951,4575,4376,7404.0,587.0,8951,7885,183,637,4448.0,3956.0,192.0,2.0,0.0,28.0,28.645933014354068,3431.0,0.021743810548977394,3669,1826.0,1969.0,1369.0,1712.0,2145.0,988,1826.0,29.1,404200.0,524000.0,691100.0,112372.0,70764.0,547,421,0,41,0.29408335762168464
460,11778.0,11641,5797,5844,10091.0,922.0,11641,10949,65,70,5814.0,5560.0,102.0,0.0,0.0,31.0,34.939267742495225,4105.0,0.05148922686945501,4746,1488.0,1967.0,1060.0,1315.0,1568.0,644,1488.0,34.4,222300.0,290600.0,358900.0,92731.0,56810.0,399,298,19,0,0.17442143727162
461,11779.0,38063,18793,19270,28530.0,4702.0,38063,32404,1291,2349,18836.0,17110.0,1241.0,123.0,15.0,92.0,31.302333099843743,12485.0,0.05517241379310345,13136,1504.0,1970.0,998.0,1441.0,1811.0,2743,1504.0,34.4,286200.0,339300.0,386000.0,93777.0,42679.0,1873,912,118,30,0.23492190628754506
462,11780.0,15753,7736,8017,13319.0,962.0,15753,14127,221,1040,7625.0,6819.0,361.0,17.0,0.0,77.0,33.38711882948174,5468.0,0.04002965159377316,6048,1858.0,1971.0,1195.0,1715.0,2130.0,418,1858.0,41.9,391000.0,499200.0,740900.0,120595.0,53283.0,218,243,0,0,0.08430870519385515
463,11782.0,14915,7245,7670,13526.0,628.0,14915,14095,126,394,7324.0,6410.0,579.0,7.0,11.0,92.0,34.10072951739618,5220.0,0.031429316640584244,6752,1825.0,1966.0,1367.0,1693.0,1963.0,1110,1825.0,33.2,356700.0,440600.0,554600.0,111581.0,62097.0,719,379,29,43,0.22911877394636015
464,11783.0,21265,10367,10898,19180.0,1429.0,21265,20463,82,433,10941.0,8753.0,1569.0,79.0,9.0,157.0,36.08549517136906,7024.0,0.04214230538151232,7144,2075.0,1956.0,1609.0,1820.0,2126.0,582,2075.0,22.9,383800.0,456500.0,572800.0,128015.0,105162.0,404,240,0,0,0.09168564920273349
465,11784.0,24992,12442,12550,17856.0,3736.0,24992,20828,1390,1483,13165.0,12112.0,541.0,82.0,29.0,85.0,33.610462400747316,7741.0,0.054917975075688234,8281,1761.0,1969.0,1100.0,1637.0,1982.0,1315,1761.0,35.5,255600.0,304900.0,368400.0,91162.0,44868.0,612,660,0,49,0.17362097920165354
466,11786.0,6111,3058,3053,5062.0,699.0,6111,5714,84,171,3059.0,2793.0,108.0,0.0,0.0,11.0,34.14148351648352,1900.0,0.03125,1961,2510.0,1973.0,1640.0,2011.0,2301.0,102,2510.0,32.5,344100.0,415200.0,546000.0,127092.0,95341.0,104,32,0,0,0.07157894736842105
467,11787.0,34099,16741,17358,30380.0,1504.0,34099,31365,338,1332,16854.0,14883.0,892.0,42.0,23.0,55.0,34.68023255813954,11842.0,0.030419540879791925,12423,1621.0,1967.0,727.0,1494.0,2192.0,1380,1621.0,29.9,410400.0,484600.0,639900.0,125369.0,46264.0,946,392,51,49,0.12143219050836007
468,11788.0,16228,8482,7746,12647.0,1574.0,16228,13814,720,1208,8124.0,7324.0,488.0,55.0,8.0,10.0,31.07301024927243,5478.0,0.034494814124227946,6066,2071.0,1968.0,1687.0,1956.0,2362.0,1028,2071.0,29.6,398300.0,468300.0,610000.0,109036.0,82273.0,430,528,53,61,0.20080321285140562
469,11789.0,8380,4153,4227,7256.0,644.0,8380,7763,81,139,4453.0,4005.0,194.0,25.0,0.0,32.0,35.460510897586126,2845.0,0.034038054968287525,3163,1571.0,1963.0,991.0,1431.0,1813.0,203,1571.0,31.6,244700.0,304200.0,380300.0,98148.0,54265.0,136,76,0,0,0.07451669595782073
470,11790.0,17694,9307,8387,11873.0,1223.0,17694,12686,682,3508,7770.0,5858.0,412.0,23.0,51.0,866.0,30.96983951300498,4466.0,0.05380794701986755,4940,3280.0,1966.0,1510.0,3078.0,3421.0,291,3280.0,41.8,374200.0,455900.0,588100.0,137090.0,0.0,168,179,0,4,0.07859381997313032
471,11791.0,26121,13074,13047,17499.0,1156.0,26121,18196,358,6719,12064.0,8575.0,2353.0,144.0,23.0,183.0,41.30973609129815,8241.0,0.030154333201424615,8642,2503.0,1958.0,0.0,2150.0,2794.0,525,2503.0,31.3,550500.0,686000.0,949400.0,168902.0,73143.0,337,269,0,0,0.07353476519839826
472,11792.0,8688,4247,4441,7819.0,625.0,8688,8361,170,58,4603.0,4295.0,32.0,0.0,0.0,72.0,28.621744054360136,2837.0,0.034482758620689655,3324,2648.0,1975.0,1131.0,1764.0,2342.0,217,2648.0,33.4,335800.0,427300.0,578100.0,134803.0,110188.0,80,161,0,0,0.08494888967218893
473,11793.0,31238,15021,16217,27108.0,2831.0,31238,29705,131,882,15847.0,12634.0,2395.0,86.0,19.0,165.0,36.089802330147926,10381.0,0.04178339393216904,10661,1616.0,1955.0,918.0,1603.0,2257.0,546,1616.0,28.9,387900.0,459000.0,577000.0,130957.0,62134.0,383,263,0,0,0.062229072343704846
474,11794.0,2952,1571,1381,896.0,261.0,2952,979,342,1314,785.0,206.0,62.0,0.0,0.0,450.0,20.424791086350975,0.0,0.13039117352056168,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
475,11795.0,24982,11907,13075,22308.0,2149.0,24982,23819,168,260,12841.0,11215.0,968.0,11.0,0.0,164.0,32.54617307847407,7899.0,0.039163916391639166,8121,1679.0,1959.0,1243.0,1490.0,2065.0,427,1679.0,32.0,347400.0,416800.0,503000.0,115506.0,78413.0,252,145,39,0,0.05519686036207115
476,11796.0,3826,1857,1969,3475.0,238.0,3826,3664,40,22,1657.0,1438.0,133.0,0.0,0.0,0.0,37.1928707829408,1185.0,0.05016722408026756,1185,1602.0,1957.0,1388.0,1602.0,1801.0,237,1602.0,51.0,331600.0,383500.0,454300.0,101250.0,37917.0,126,93,27,0,0.20759493670886076
477,11797.0,8737,4073,4664,6953.0,222.0,8737,7113,210,1285,3567.0,2608.0,728.0,31.0,0.0,9.0,42.81802120141343,3009.0,0.033743974290305304,3306,2631.0,1979.0,2156.0,2391.0,2742.0,354,2631.0,32.9,526700.0,845400.0,1194100.0,169099.0,92063.0,276,123,0,0,0.13260219341974078
478,11798.0,15033,7140,7893,1036.0,4381.0,15033,3483,8882,271,7224.0,5859.0,771.0,60.0,5.0,214.0,29.200778322283078,3601.0,0.08344648808789039,4200,1526.0,1966.0,1081.0,1317.0,1840.0,956,1526.0,51.0,216800.0,301100.0,389300.0,79771.0,32446.0,366,496,74,20,0.2654818106081644
479,11801.0,40340,20246,20094,22276.0,5600.0,40340,25946,565,10726,20705.0,16578.0,2516.0,82.0,76.0,498.0,33.68846694796062,12680.0,0.03829436793704534,13469,1909.0,1954.0,1232.0,1776.0,2502.0,1571,1909.0,32.7,354900.0,427500.0,490200.0,106151.0,64517.0,875,672,85,38,0.13257097791798106
480,11803.0,28018,13835,14183,21950.0,1276.0,28018,23018,245,4062,13659.0,10275.0,2591.0,101.0,26.0,83.0,37.31727700957301,9556.0,0.037355326079423386,10043,1741.0,1957.0,930.0,1703.0,2766.0,754,1741.0,35.6,458800.0,566700.0,680900.0,144444.0,47813.0,300,522,0,46,0.09083298451234827
481,11804.0,4916,2429,2487,4445.0,87.0,4916,4532,0,316,2607.0,2061.0,310.0,10.0,12.0,30.0,32.16564417177914,1729.0,0.011333585190782017,1804,300.0,1959.0,237.0,300.0,0.0,138,300.0,30.2,462300.0,562800.0,678200.0,133281.0,18240.0,49,100,0,0,0.08617698091382302
482,11901.0,27486,14138,13348,15875.0,6595.0,27486,20483,4498,319,11442.0,10187.0,223.0,30.0,0.0,253.0,25.281716245019,9828.0,0.04,11924,1456.0,1976.0,862.0,1247.0,1782.0,2969,1456.0,34.6,204300.0,307100.0,410700.0,63461.0,42725.0,1768,1035,141,162,0.31603581603581604
483,11930.0,893,451,442,809.0,71.0,893,870,8,0,499.0,420.0,12.0,0.0,0.0,0.0,28.171296296296298,445.0,0.0,2517,1750.0,1982.0,1555.0,1703.0,1852.0,51,1750.0,20.6,834500.0,1483300.0,2000001.0,100474.0,91058.0,63,0,0,0,0.14157303370786517
484,11931.0,44,11,33,44.0,0.0,44,44,0,0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,114,0.0,1991.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0
485,11932.0,1138,559,579,597.0,274.0,1138,843,223,55,605.0,456.0,24.0,0.0,0.0,25.0,24.83234714003945,466.0,0.021035598705501618,2217,1300.0,1976.0,867.0,1100.0,1300.0,32,1300.0,31.5,759000.0,975600.0,2000001.0,104444.0,54375.0,24,20,0,0,0.1223175965665236
486,11933.0,7302,3524,3778,5316.0,894.0,7302,5911,732,253,3171.0,2883.0,173.0,69.0,0.0,28.0,32.48388136686009,3165.0,0.060123784261715295,3995,2135.0,1987.0,1466.0,1864.0,2199.0,328,2135.0,43.8,134900.0,350000.0,471200.0,64042.0,50207.0,313,91,2,0,0.12827804107424962
487,11934.0,8006,3787,4219,6719.0,849.0,8006,7288,253,124,3843.0,3587.0,8.0,8.0,0.0,38.0,30.606936416184972,2547.0,0.040680473372781065,2758,1654.0,1970.0,908.0,1371.0,1842.0,331,1654.0,23.9,308800.0,371500.0,471200.0,93512.0,87565.0,112,204,15,0,0.1299568119356105
