,zip_code_tabulation_area_(5-digit),sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
279,11214.0,92946,45577,47369,39676.0,15273.0,92946,45769,1364,34861,41955.0,12160.0,24725.0,20592.0,268.0,3046.0,47.705337168424414,31933.0,0.06180534367781022,33770,1360.0,1944.0,994.0,1259.0,1515.0,20470,1360.0,32.8,509800.0,711400.0,940000.0,54041.0,44965.0,8579,9151,2153,1149,0.6671468386935145
280,11215.0,70156,33597,36559,46961.0,11428.0,70156,53421,3233,5572,40711.0,4400.0,27551.0,26773.0,1256.0,3435.0,39.815797309368484,28635.0,0.03945963511443294,30920,2216.0,0.0,1498.0,2103.0,2741.0,16775,2216.0,25.3,775800.0,1138500.0,2000001.0,123583.0,103015.0,8722,7410,447,380,0.5945171992317094
281,11216.0,56308,26400,29908,14656.0,6079.0,56308,16316,32083,2925,31174.0,3842.0,22563.0,20629.0,1025.0,1719.0,41.637061848694,24079.0,0.0641767799947107,27273,1408.0,0.0,840.0,1306.0,1911.0,18322,1408.0,30.1,705000.0,1073700.0,1594900.0,61121.0,52666.0,10087,7416,368,637,0.7787283525063333
282,11217.0,41407,19458,21949,21072.0,7671.0,41407,24009,8163,3135,22708.0,1497.0,16401.0,15550.0,629.0,1752.0,36.38909090909091,17447.0,0.059028905488795066,19287,2015.0,0.0,876.0,1923.0,2739.0,12040,2015.0,24.1,745000.0,1163200.0,2000001.0,107362.0,89406.0,5394,6120,371,241,0.7009801111939016
283,11218.0,74508,37538,36970,39092.0,13089.0,74508,44496,6015,13810,33136.0,6964.0,20225.0,17569.0,601.0,3342.0,41.802255970760605,24866.0,0.061253246394430014,26025,1550.0,0.0,1122.0,1424.0,1837.0,15368,1550.0,32.2,449700.0,751100.0,1060700.0,69415.0,55024.0,6475,6578,1597,751,0.6337971527386793
284,11219.0,90036,44986,45050,55723.0,10913.0,90036,60521,931,22042,32146.0,8369.0,12862.0,10193.0,440.0,8800.0,36.5710505937016,24430.0,0.05777412218503602,27060,1394.0,0.0,1007.0,1271.0,1571.0,17121,1394.0,48.6,614900.0,864700.0,1143300.0,39295.0,31839.0,5205,7078,3373,1738,0.7262791649611133
285,11220.0,95643,48315,47328,13452.0,39840.0,95643,29005,2458,39493,42785.0,8416.0,26314.0,21440.0,533.0,6517.0,44.13423201063224,28083.0,0.06271043771043772,30370,1355.0,0.0,932.0,1250.0,1569.0,20270,1355.0,36.0,482800.0,827800.0,1088700.0,47079.0,41443.0,5941,8938,3679,1613,0.7399850443328704
286,11221.0,83835,40147,43688,13793.0,28781.0,83835,23203,41079,2815,40465.0,6814.0,27701.0,24137.0,1401.0,2135.0,43.857009563797526,30871.0,0.10073603066068551,34797,1372.0,0.0,726.0,1259.0,1842.0,23639,1372.0,33.4,505100.0,784600.0,1152600.0,50153.0,42211.0,12031,10451,1211,366,0.7847170483625409
287,11222.0,36492,18000,18492,26794.0,5197.0,36492,29893,1590,1841,23057.0,3313.0,15153.0,14056.0,971.0,2111.0,38.52605379732383,17256.0,0.04826137878114777,18656,1966.0,0.0,1334.0,1863.0,2431.0,13898,1966.0,27.1,522800.0,818200.0,1487700.0,85111.0,84001.0,8355,5266,328,184,0.8208738989337042
288,11223.0,81789,40113,41676,42631.0,13697.0,81789,46811,3886,19777,34111.0,9670.0,18914.0,16381.0,386.0,3051.0,45.58231688440344,27958.0,0.07836965721540415,30438,1318.0,0.0,840.0,1223.0,1482.0,17351,1318.0,34.9,546100.0,752200.0,975000.0,50108.0,36866.0,7116,8210,1635,759,0.6436082695471779
289,11224.0,46707,20929,25778,23843.0,9516.0,46707,27137,10495,2769,16222.0,4806.0,9183.0,7211.0,62.0,1575.0,46.77147385103011,18725.0,0.09886278296320138,20334,822.0,1965.0,388.0,793.0,1241.0,13371,822.0,32.2,276700.0,386400.0,537600.0,33131.0,24384.0,6730,5899,444,337,0.7221361815754339
290,11225.0,58882,26817,32065,14516.0,4913.0,58882,16038,37614,1560,30942.0,4032.0,22519.0,19655.0,570.0,1900.0,41.91218997720546,24105.0,0.07815896140515773,25461,1395.0,0.0,992.0,1289.0,1676.0,19736,1395.0,32.2,462500.0,776200.0,1227600.0,55862.0,50675.0,9435,9405,1022,325,0.8433105164903547
291,11226.0,100277,45123,55154,12161.0,17145.0,100277,15288,68415,2896,47819.0,7050.0,34815.0,27664.0,757.0,2578.0,45.134069572414994,36733.0,0.07190051262578318,40323,1365.0,0.0,1012.0,1233.0,1500.0,31367,1365.0,33.3,379600.0,580400.0,931000.0,52052.0,47952.0,13940,13507,2534,1611,0.8757520485666839
292,11228.0,44994,22024,22970,22126.0,5838.0,44994,25047,521,16023,20000.0,7884.0,9496.0,7450.0,88.0,1801.0,43.0840470539676,15306.0,0.06472403776325344,16476,1416.0,0.0,1046.0,1312.0,1631.0,6421,1416.0,35.6,655400.0,864600.0,1060000.0,67911.0,46653.0,3085,2947,670,98,0.4483862537566967
293,11229.0,83615,40272,43343,49672.0,9039.0,83615,54043,4985,18540,37049.0,12977.0,19026.0,15699.0,298.0,2551.0,47.505090497737555,30946.0,0.0615800168508698,33104,1319.0,1943.0,883.0,1234.0,1526.0,15813,1319.0,32.9,403200.0,608400.0,821300.0,60873.0,40587.0,7332,7192,1280,343,0.5281781167194468
294,11230.0,89075,42716,46359,58782.0,9119.0,89075,62333,6328,12631,35639.0,11239.0,18000.0,14168.0,432.0,4462.0,39.65527734307077,30572.0,0.06162945514133552,32611,1360.0,1941.0,996.0,1258.0,1544.0,20707,1360.0,38.5,441400.0,770600.0,1072900.0,49541.0,37860.0,8650,9020,2293,1086,0.702669108988617
295,11231.0,37845,17577,20268,21942.0,7047.0,37845,24939,5262,2135,19738.0,2212.0,12221.0,11475.0,1096.0,2318.0,36.82790672093279,15702.0,0.08042453909144974,16878,1749.0,0.0,664.0,1626.0,2455.0,10615,1749.0,25.0,809400.0,1268600.0,2000001.0,100213.0,70400.0,5495,4463,508,310,0.6867278053751115
296,11232.0,27602,14304,13298,6141.0,13974.0,27602,11391,1772,5278,13064.0,1441.0,9217.0,8390.0,351.0,1255.0,42.202471104025506,8812.0,0.06540172365860439,9287,1492.0,0.0,1023.0,1381.0,1787.0,6545,1492.0,34.1,394800.0,705600.0,1050700.0,56661.0,49880.0,2359,2837,756,525,0.747843849296414
297,11233.0,76819,35096,41723,5320.0,12276.0,76819,6731,60526,1320,33164.0,6675.0,23272.0,20341.0,314.0,1298.0,43.65205718923644,29345.0,0.06211858238620458,32088,1175.0,0.0,677.0,1071.0,1458.0,22142,1175.0,34.4,528500.0,755900.0,1102100.0,40449.0,32331.0,12166,8909,1065,466,0.7731470437894019
298,11234.0,95666,45456,50210,35900.0,10023.0,95666,39753,43831,6411,43706.0,21298.0,18999.0,11550.0,177.0,1554.0,47.45506584061624,31835.0,0.07169370646869917,33947,1448.0,1953.0,988.0,1326.0,1702.0,9713,1448.0,31.1,429400.0,556500.0,696100.0,81399.0,52019.0,5061,3900,774,323,0.31996230563844824
299,11235.0,78128,37432,40696,56160.0,6491.0,78128,58754,2011,11285,34771.0,12824.0,16814.0,13538.0,103.0,3184.0,46.16871995192308,32269.0,0.05888727368838377,35319,1321.0,1953.0,833.0,1229.0,1560.0,18894,1321.0,34.9,262600.0,534300.0,782700.0,52538.0,37054.0,7857,8621,1622,1210,0.604264154451641
300,11236.0,100331,43752,56579,4333.0,7166.0,100331,5879,86679,2720,48048.0,18813.0,26290.0,17901.0,118.0,1524.0,50.02205679625035,33282.0,0.05940879873753897,35587,1377.0,1957.0,887.0,1267.0,1578.0,16463,1377.0,30.7,412300.0,517700.0,656400.0,67669.0,46147.0,8344,7431,705,407,0.5124091100294453
301,11237.0,49310,25382,23928,9791.0,31052.0,49310,20736,6670,3636,25837.0,3343.0,17933.0,17041.0,682.0,2410.0,39.482828446460395,16740.0,0.06686951599207472,17987,1484.0,0.0,990.0,1379.0,1869.0,14913,1484.0,35.3,477400.0,651800.0,890100.0,51413.0,48526.0,6207,6843,1281,602,0.9003584229390681
302,11238.0,54540,25481,29059,23185.0,5947.0,54540,25308,20521,3364,31758.0,2820.0,22691.0,21317.0,1379.0,2282.0,38.585432289740055,24547.0,0.05944218477629285,26697,1730.0,0.0,984.0,1633.0,2304.0,16897,1730.0,26.8,573100.0,886100.0,1575500.0,85407.0,75846.0,9246,7265,260,359,0.7014706481443761
303,11239.0,13244,5406,7838,2487.0,2507.0,13244,4057,7991,300,4490.0,1360.0,2726.0,1651.0,11.0,355.0,55.86295551084284,6764.0,0.08087267255971413,6962,690.0,1974.0,321.0,686.0,1359.0,6523,690.0,31.0,437600.0,499400.0,641600.0,27104.0,26223.0,4525,1752,220,52,0.968214074512123
304,11351.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
305,11354.0,55200,25033,30167,9060.0,8803.0,55200,11472,1775,34682,24319.0,9287.0,10442.0,6785.0,125.0,3967.0,40.34529522219904,20112.0,0.04232302144619472,22500,1440.0,1958.0,1025.0,1379.0,1719.0,11186,1440.0,45.6,243300.0,498400.0,786700.0,42500.0,33594.0,4339,6458,797,525,0.6131165473349244
306,11355.0,80853,38656,42197,6043.0,11943.0,80853,10683,2748,58759,35827.0,14009.0,15541.0,9591.0,115.0,5306.0,39.7593385710639,27606.0,0.03970469308428769,30432,1392.0,1956.0,986.0,1315.0,1653.0,17940,1392.0,44.4,321100.0,573700.0,832600.0,39207.0,34363.0,5971,9917,2112,942,0.6987611388828515
307,11356.0,23362,11624,11738,6189.0,9417.0,23362,8389,419,6857,10617.0,6392.0,3259.0,1713.0,39.0,615.0,40.550737207285344,7453.0,0.03605363644436551,8202,1656.0,1949.0,1281.0,1509.0,1809.0,3822,1656.0,38.6,505600.0,626300.0,747000.0,60493.0,46589.0,1622,2194,267,72,0.5574936267274923
308,11357.0,39902,18957,20945,23849.0,6240.0,39902,27972,259,8826,17914.0,12476.0,4648.0,2318.0,0.0,245.0,41.42934844841406,14515.0,0.05478466440538596,15973,1763.0,1956.0,1286.0,1641.0,1944.0,2976,1763.0,32.6,365600.0,678900.0,906700.0,83951.0,56563.0,1806,1278,151,41,0.22569755425421978
309,11358.0,37190,18368,18822,12476.0,6261.0,37190,15507,352,17515,17494.0,9280.0,6919.0,2966.0,35.0,667.0,42.24815292599977,13042.0,0.04056795131845842,13993,1601.0,1945.0,1270.0,1492.0,1826.0,5195,1601.0,34.7,586900.0,752600.0,911100.0,66129.0,50674.0,2812,2661,257,68,0.4474007054132802
310,11359.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
311,11360.0,19621,9073,10548,10832.0,1918.0,19621,12199,196,6402,8693.0,5794.0,2341.0,708.0,8.0,130.0,42.70660909199952,8583.0,0.03970117395944504,9501,2047.0,1967.0,1467.0,1825.0,2233.0,2299,2047.0,27.1,304900.0,522000.0,775700.0,86174.0,87969.0,1335,995,58,56,0.2847489222882442
312,11361.0,27246,13337,13909,11384.0,3510.0,27246,13252,1036,11138,13546.0,8135.0,4461.0,1488.0,0.0,565.0,41.72605118139956,10026.0,0.0437786442301115,11086,1783.0,1954.0,1317.0,1610.0,1941.0,3979,1783.0,28.9,466100.0,682500.0,888500.0,85887.0,73029.0,2063,1894,161,158,0.42649112307999204
313,11362.0,18721,8786,9935,8289.0,1659.0,18721,9308,176,8098,8474.0,5652.0,2099.0,436.0,29.0,222.0,42.607623041815714,7151.0,0.04240854645516348,7484,1808.0,1957.0,1248.0,1657.0,2117.0,1231,1808.0,31.2,239500.0,521500.0,847500.0,89185.0,59124.0,706,653,37,51,0.20234932177317858
314,11363.0,6952,3341,3611,3531.0,914.0,6952,4124,124,2264,3371.0,1887.0,1224.0,375.0,13.0,88.0,44.46505211526671,2661.0,0.04464530265680636,2737,2080.0,1952.0,1398.0,1779.0,2192.0,585,2080.0,33.8,563800.0,809800.0,1042200.0,104792.0,61992.0,267,338,22,26,0.24539646749342353
315,11364.0,36806,18053,18753,12523.0,3526.0,36806,14708,962,19176,17937.0,10702.0,6239.0,2810.0,0.0,388.0,46.60058442674612,13554.0,0.04358960957507971,14231,1753.0,1954.0,1343.0,1665.0,1939.0,3337,1753.0,33.9,241100.0,538900.0,826300.0,76988.0,64759.0,1639,1675,172,75,0.2627268702965914
316,11365.0,44983,21359,23624,11388.0,8866.0,44983,15033,3815,20176,20475.0,11636.0,7755.0,4669.0,7.0,527.0,46.20293252206872,15571.0,0.09066689584049502,16238,1557.0,1953.0,1096.0,1463.0,1832.0,8016,1557.0,35.2,517000.0,661800.0,852100.0,66483.0,50806.0,3650,3640,727,146,0.5264915548134352
317,11366.0,14650,6977,7673,5707.0,1298.0,14650,6295,768,6676,6584.0,3506.0,2510.0,1479.0,6.0,199.0,43.37214866804913,4633.0,0.08416723783413296,5028,1746.0,1951.0,1348.0,1607.0,1886.0,1292,1746.0,33.6,591200.0,729200.0,895000.0,78990.0,58426.0,550,752,58,4,0.29440966976041444
318,11367.0,41824,20114,21710,19408.0,7466.0,41824,23407,3526,10891,17751.0,8323.0,7447.0,4152.0,0.0,1285.0,42.24732116999711,14580.0,0.06057692307692308,15802,1366.0,1953.0,904.0,1269.0,1695.0,7479,1366.0,33.1,220400.0,479700.0,722200.0,57933.0,48968.0,3323,3578,699,101,0.5334705075445816
319,11368.0,112425,58465,53960,4409.0,84868.0,112425,42338,11805,13463,52414.0,11052.0,34317.0,28700.0,422.0,5150.0,45.42870989628768,28502.0,0.0481942475010066,30734,1572.0,1961.0,1058.0,1441.0,1798.0,21996,1572.0,36.7,279400.0,532800.0,768900.0,50797.0,47245.0,4321,10436,3965,2622,0.7833485369447758
320,11369.0,34118,16785,17333,2747.0,21701.0,34118,9834,5546,4207,14138.0,4950.0,7730.0,5023.0,182.0,850.0,43.63943864699532,10294.0,0.06777918858455771,12931,1503.0,1944.0,1056.0,1377.0,1767.0,4484,1503.0,44.8,358400.0,567000.0,737100.0,54121.0,35138.0,1653,2082,614,209,0.45511948707985234
321,11370.0,32514,19284,13230,8236.0,12153.0,32514,13704,4869,7149,11351.0,4381.0,6019.0,4637.0,101.0,390.0,40.464399092970524,7993.0,0.05345040049291436,10406,1628.0,1953.0,1216.0,1530.0,1866.0,3705,1628.0,37.0,482500.0,671400.0,860700.0,65098.0,50631.0,1599,1829,312,135,0.48930314024771676
322,11371.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
323,11372.0,61844,30769,31075,11022.0,35600.0,61844,35443,1973,12695,31987.0,7107.0,20849.0,19198.0,242.0,2886.0,41.252444928976814,23814.0,0.04730517965468969,26057,1441.0,1946.0,1106.0,1348.0,1632.0,15959,1441.0,35.4,226800.0,325000.0,504700.0,56383.0,48473.0,5305,8238,1595,831,0.6832535483329134
324,11373.0,93967,47038,46929,6148.0,38896.0,93967,20359,2003,45690,46018.0,8830.0,32392.0,28805.0,351.0,3135.0,43.008277632685584,30285.0,0.046300115897617226,33886,1485.0,1955.0,1110.0,1396.0,1748.0,20541,1485.0,38.3,291600.0,545500.0,800900.0,51183.0,46289.0,6107,10396,2679,1575,0.7056628694072974
325,11374.0,42653,19585,23068,18568.0,6947.0,42653,22481,1881,13698,21542.0,5594.0,12970.0,11628.0,62.0,1573.0,43.5581680137154,19416.0,0.04419818032857574,20974,1591.0,1954.0,1142.0,1460.0,1862.0,11502,1591.0,32.8,227700.0,361400.0,700600.0,63161.0,55721.0,5830,4642,701,503,0.6124845488257108
326,11375.0,73488,33695,39793,36724.0,11570.0,73488,44651,2008,20607,36710.0,10102.0,22768.0,20347.0,66.0,1858.0,43.979458104219496,32857.0,0.04447158194677658,35281,1731.0,1951.0,1263.0,1652.0,1985.0,15620,1731.0,29.4,259400.0,395100.0,738300.0,80542.0,70541.0,7712,7000,601,675,0.49182822534011017
327,11377.0,86421,44369,42052,18107.0,32900.0,86421,42254,2299,32108,44507.0,10879.0,29426.0,26400.0,250.0,2635.0,37.056437753488694,31400.0,0.04006016439284806,33753,1490.0,1951.0,1082.0,1383.0,1734.0,21006,1490.0,33.3,267400.0,528700.0,763400.0,57010.0,53502.0,7921,10329,2200,854,0.6914649681528663
328,11378.0,37279,18168,19111,20160.0,12007.0,37279,26836,635,3850,17500.0,7762.0,8136.0,5463.0,120.0,915.0,43.04186975160021,12604.0,0.05700462768195204,13871,1600.0,1943.0,1136.0,1426.0,1770.0,5951,1600.0,32.4,454600.0,605300.0,740000.0,73333.0,59615.0,2898,2706,405,159,0.49127261186924787
329,11379.0,37851,17886,19965,25050.0,7621.0,37851,29559,367,4166,18399.0,8813.0,7929.0,6100.0,49.0,1072.0,44.081785833426,13504.0,0.052082808643529946,14614,1518.0,1951.0,1146.0,1433.0,1786.0,4802,1518.0,28.0,529500.0,646300.0,781000.0,82819.0,65424.0,2792,2202,139,64,0.39143957345971564
330,11385.0,106717,53086,53631,49227.0,47246.0,106717,87155,2415,7123,54314.0,16435.0,32033.0,27131.0,492.0,3833.0,41.63270494736248,35126.0,0.04701386727530518,38325,1477.0,0.0,1104.0,1372.0,1718.0,23316,1477.0,28.3,450900.0,581900.0,719100.0,72261.0,64361.0,10573,11430,1445,369,0.6790981039685703
331,11411.0,20759,9582,11177,207.0,1369.0,20759,699,19233,58,10328.0,6052.0,3945.0,1619.0,29.0,83.0,48.70352105730348,6270.0,0.06484340538156154,6482,1531.0,1947.0,1104.0,1395.0,1717.0,820,1531.0,30.5,366400.0,432300.0,484500.0,93882.0,61563.0,400,384,91,0,0.14035087719298245
332,11412.0,37458,17167,20291,286.0,1909.0,37458,661,33702,891,18592.0,9727.0,7774.0,4022.0,61.0,413.0,48.352704638096284,11039.0,0.08080759408278321,11871,1441.0,1945.0,1011.0,1300.0,1601.0,2660,1441.0,37.3,355100.0,427200.0,488800.0,78517.0,40970.0,1459,1163,168,27,0.2566355648156536
333,11413.0,42443,19773,22670,632.0,2080.0,42443,987,39084,480,19886.0,11162.0,7534.0,3185.0,23.0,462.0,50.62028241335045,12356.0,0.06743281312882887,13115,1664.0,1951.0,1120.0,1472.0,1798.0,3320,1664.0,30.1,373600.0,446800.0,534800.0,86324.0,61667.0,1591,1702,280,0,0.29038523794108123
334,11414.0,29219,13929,15290,19824.0,6513.0,29219,22761,556,1518,12835.0,8753.0,3574.0,2393.0,0.0,323.0,41.34018193224592,10680.0,0.05794312593542869,11409,1576.0,1962.0,1078.0,1403.0,1726.0,2981,1576.0,34.0,197300.0,504300.0,692400.0,71648.0,53113.0,1922,1252,38,15,0.30215355805243443
335,11415.0,19372,9253,10119,9010.0,4833.0,19372,11415,1039,3671,9840.0,3168.0,5296.0,4186.0,124.0,494.0,43.22418405564473,8379.0,0.03875104544187343,9521,1540.0,1948.0,1161.0,1427.0,1765.0,5197,1540.0,32.2,213600.0,348100.0,616500.0,68294.0,60240.0,2805,1907,331,301,0.6420813939610932
336,11416.0,27125,13398,13727,3448.0,12243.0,27125,7440,1705,9033,12189.0,4153.0,6736.0,5362.0,60.0,676.0,48.65396043806775,7217.0,0.07315112540192927,7768,1489.0,0.0,1101.0,1354.0,1622.0,3954,1489.0,34.8,400200.0,524900.0,663600.0,67461.0,51053.0,1363,2280,358,67,0.5671331578218096
337,11417.0,31927,15311,16616,6244.0,12302.0,31927,11426,2362,9273,14598.0,6375.0,6930.0,5605.0,57.0,674.0,45.96381740410911,9060.0,0.07315568714532446,9764,1514.0,0.0,1118.0,1383.0,1689.0,3494,1514.0,31.7,400000.0,481900.0,628700.0,73424.0,53273.0,1324,1955,245,69,0.39834437086092717
338,11418.0,38517,19354,19163,6312.0,17603.0,38517,15641,2829,9217,17759.0,6564.0,9171.0,7313.0,106.0,1113.0,43.96359280037401,10938.0,0.05389190852220285,11769,1461.0,0.0,1082.0,1351.0,1664.0,6022,1461.0,33.3,385100.0,522500.0,688200.0,66570.0,51884.0,1976,3191,798,201,0.5647284695556775
339,11419.0,49618,24983,24635,2136.0,9358.0,49618,4991,8140,16169,23759.0,9877.0,12010.0,7915.0,52.0,1269.0,47.45486288536876,12479.0,0.09146801448400724,13338,1554.0,0.0,1122.0,1381.0,1664.0,4935,1554.0,36.7,405100.0,481500.0,631300.0,70882.0,51377.0,1600,2796,512,195,0.4109303630098566
340,11420.0,48489,23765,24724,2367.0,11660.0,48489,7399,11883,15052,23306.0,12078.0,9589.0,6378.0,30.0,508.0,48.40834175713093,13159.0,0.07652723090717711,14180,1553.0,1946.0,1116.0,1403.0,1726.0,4027,1553.0,37.6,389400.0,478000.0,635700.0,67932.0,45995.0,1835,2166,232,110,0.3313321680978798
341,11421.0,41002,20497,20505,6898.0,24042.0,41002,18122,1921,8029,19415.0,6468.0,11481.0,9657.0,54.0,721.0,48.306994749960225,11638.0,0.06896711870704068,12746,1612.0,0.0,1199.0,1471.0,1773.0,4996,1612.0,34.3,370200.0,477600.0,636700.0,72066.0,53107.0,1853,2757,408,141,0.4449218078707682
342,11422.0,32082,14880,17202,1053.0,3070.0,32082,1759,27335,662,16368.0,10170.0,5463.0,2232.0,0.0,307.0,51.45590785236562,9653.0,0.05417466952886679,10356,1722.0,1956.0,1207.0,1475.0,1831.0,3177,1722.0,29.8,355600.0,438900.0,536800.0,89235.0,67553.0,1707,1407,69,41,0.33709727545840673
343,11423.0,31400,15291,16109,2807.0,4455.0,31400,4070,12198,8960,15886.0,7456.0,7227.0,4377.0,4.0,458.0,46.660910927217046,9787.0,0.07961928644705346,10499,1411.0,1948.0,1008.0,1299.0,1577.0,3847,1411.0,32.3,346600.0,475000.0,687600.0,70266.0,50195.0,1633,1958,282,166,0.4204557065495044
344,11424.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
345,11425.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
346,11426.0,20801,10388,10413,5834.0,3938.0,20801,8083,1379,9202,10289.0,7054.0,2697.0,1414.0,0.0,183.0,43.18544764946601,6356.0,0.04386284880539851,6584,1729.0,1948.0,1243.0,1564.0,1942.0,1367,1729.0,32.6,411500.0,542700.0,659300.0,88803.0,63908.0,536,853,135,0,0.23977344241661422
347,11427.0,24037,11886,12151,4762.0,4676.0,24037,7047,4979,7535,11018.0,6022.0,4397.0,2292.0,21.0,215.0,46.014939309056956,7500.0,0.05204460966542751,7983,1399.0,1950.0,1054.0,1315.0,1635.0,2821,1399.0,33.7,357500.0,488000.0,704100.0,74581.0,51238.0,1397,1348,118,138,0.40013333333333334
348,11428.0,18929,9208,9721,2095.0,4795.0,18929,4295,3982,4877,9015.0,5047.0,3514.0,1697.0,22.0,190.0,46.48795385137428,5558.0,0.05744071954210957,5973,1487.0,0.0,1103.0,1347.0,1687.0,1604,1487.0,45.2,413600.0,472200.0,592800.0,73699.0,35556.0,780,782,123,41,0.31054336092119467
349,11429.0,27403,12851,14552,434.0,3405.0,27403,964,20884,1122,13564.0,7301.0,5471.0,2532.0,80.0,246.0,50.60012062726176,7340.0,0.13356401384083044,7752,1401.0,1943.0,986.0,1304.0,1585.0,1912,1401.0,32.9,365200.0,434500.0,491100.0,83240.0,46728.0,778,1072,142,40,0.28065395095367845
350,11430.0,198,188,10,7.0,58.0,198,25,146,0,70.0,0.0,70.0,33.0,0.0,0.0,0.0,0.0,0.45,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
351,11432.0,62053,29294,32759,8027.0,15162.0,62053,11857,9931,25816,27983.0,9369.0,14790.0,11165.0,96.0,2440.0,46.30210833364103,18547.0,0.07351988599559528,20030,1453.0,1953.0,1079.0,1330.0,1638.0,11549,1453.0,37.0,281600.0,583900.0,788300.0,55906.0,45575.0,3496,5330,1561,872,0.6338491400226451
352,11433.0,36489,16723,19766,600.0,6893.0,36489,1432,23459,3195,15260.0,6539.0,7687.0,4334.0,13.0,745.0,48.43752071594299,10519.0,0.13825010950503724,11574,1282.0,1954.0,597.0,1107.0,1592.0,5759,1282.0,34.6,332000.0,411500.0,491700.0,51521.0,34649.0,2787,2466,501,72,0.555471052381405
